appid	name	release_date	english	developer	publisher	categories	genres	price
261640	Borderlands: The Pre-Sequel	2014-10-16	1	2K Australia;Gearbox Software;Aspyr (Mac);Aspyr (Linux)	2K;Aspyr (Mac);Aspyr (Linux)	Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;RPG	29.99
261680	Journal	2014-02-17	1	Locked Door Puzzle	Lupus Studios Limited	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support;Steam Cloud	Adventure;Indie	7.19
261700	Eryi's Action	2013-11-19	1	Xtal Sword	Xtal Sword	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;Indie	3.99
261720	Holy Avatar vs. Maidens of the Dead	2014-02-20	1	Silent Dreams	Headup	Single-player;Steam Achievements	Adventure;Casual;Indie;RPG;Strategy	6.99
261740	Humans Must Answer	2014-01-16	1	Sumom Games	Sumom Games	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Action;Indie	3.99
261760	Lichdom: Battlemage	2014-08-26	1	Xaviant	Xaviant Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Indie;RPG	7.19
261880	Corporate Lifestyle Simulator	2014-03-12	1	DolphinBarn	DolphinBarn	Single-player;Full controller support	Action;Casual;Indie	3.99
261900	The Real Texas	2016-07-12	1	Kitty Lambda Games Inc.	Kitty Lambda Games Inc.	Single-player;Steam Achievements	Action;Adventure;Indie;RPG	10.99
261920	Catzilla 4K - Advanced	2014-02-28	1	ALLPlayer Group Ltd.	ALLPlayer Group Ltd.	Single-player	Utilities	10.99
261940	The Mysterious Cities of Gold	2013-11-20	1	Neko Entertainment	Neko Entertainment	Single-player;Partial Controller Support;Steam Leaderboards	Adventure;Casual;Indie	8.99
261960	Cube & Star: An Arbitrary Love	2014-02-14	1	Doppler Interactive	Doppler Interactive	Single-player;Steam Achievements;Partial Controller Support;Stats	Adventure;Casual;Indie	3.99
262000	Gabriel Knight: Sins of the Fathers 20th Anniversary Edition	2014-10-15	1	Phoenix Online Studios;Pinkerton Road Studio	Pinkerton Road Studio	Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats	Adventure	12.99
262060	Darkest Dungeon??	2016-01-19	1	Red Hook Studios	Red Hook Studios	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Indie;RPG;Strategy	18.99
262080	Iron Soul	2014-02-26	1	BluBee Games	Effat Effati	Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards	Action;Indie	3.99
262100	Trench Run	2016-04-07	1	Transhuman Design	Transhuman Design	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support	Action;Casual;Indie	2.89
262120	Toy Soldiers: Complete	2016-02-17	1	Signal Studios;Krome Studios	Signal Studios	Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Casual;Indie;Simulation;Strategy	10.99
262150	Vanguard Princess	2014-03-03	1	Tomoaki Sugeno	eigoMANGA	Single-player;Local Multi-Player;Shared/Split Screen;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support	Sexual Content;Action;Casual;Indie	3.99
262190	Zombeer	2015-01-30	1	Moonbite Games;PadaOne Games	New Gravity Laws	Single-player;Steam Achievements;Full controller support	Action;Indie	3.99
262210	Last Knight: Rogue Rider Edition	2014-10-03	1	Toco Games	Toco Games	Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Stats	Action;Adventure;Casual;Indie	4.99
262240	SUGURI	2014-07-01	1	Orange_Juice	Rockin' Android;Rockin Android	Single-player;Partial Controller Support;Steam Cloud	Action;Indie	4.79
262260	Jets'n'Guns Gold	2014-02-05	1	Rake in Grass	Rake in Grass	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Indie	4.99
262280	Dungeons 2	2015-04-24	1	Realmforge Studios	Kalypso Media Digital	Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	RPG;Simulation;Strategy	14.99
262300	Tsukumogami	2012-05-31	0	TORaIKI	Fruitbat Factory	Single-player	Adventure;Indie;RPG	22.99
262390	Cloudbuilt	2014-03-20	1	Coilworks	Rising Star Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor	Action;Indie	14.99
262410	World of Guns: Gun Disassembly	2014-05-21	1	Noble Empire Corp.	Noble Empire Corp.	Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases	Free to Play;Indie;Simulation	0
262450	Dead Man's Draw	2014-02-06	1	Stardock Entertainment	Stardock Entertainment	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Casual;Indie;Strategy	5.19
262470	Rollers of the Realm	2014-11-18	1	Phantom Compass	SEGA	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Adventure;Casual;Indie;RPG	6.99
262490	Manga Maker Comipo	2014-03-07	1	ComiPo! LLP	Degica	Single-player	Animation & Modeling;Design & Illustration;Web Publishing	29.99
262510	CRIMSON ROOM?? DECADE	2016-06-09	1	Dream Holdings;TAKAGISM Inc.	Degica;Dream Holdings	Single-player;Steam Achievements	Adventure;Indie	6.99
262550	Gunman Clive	2014-01-03	1	H??rberg Productions	H??rberg Productions	Single-player;Steam Achievements	Action;Indie	1.59
262590	Chuck's Challenge 3D	2014-02-28	1	Niffler Ltd.	Nkidu Games Inc.;Niffler Ltd.	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Includes level editor	Indie	2.89
262610	Liquid Rhythm	2014-03-28	1	WaveDNA	WaveDNA	Single-player	Audio Production	1.99
262630	Tom vs. The Armies of Hell	2016-07-27	1	Darkmire Entertainment	Darkmire Entertainment	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action;Adventure;Indie	7.19
262690	Little Racers STREET	2014-02-06	1	Milkstone Studios	Milkstone Studios	Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Casual;Indie;Racing	4.79
262750	GoD Factory: Wingmen	2014-08-29	1	Nine Dots Studio	Nine Dots Studio	Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Indie;Simulation;Strategy	15.49
262770	Freedom Fall	2014-01-10	1	Stirfire Studios	Stirfire Studios	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Adventure;Indie	6.99
262790	Our Darker Purpose	2014-01-29	1	Avidly Wild Games	Avidly Wild Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;Indie;RPG	10.99
262810	Super Turbo Demon Busters!	2017-12-08	1	HeroCraft	HeroCraft	Single-player;Steam Achievements;Steam Trading Cards	Adventure;Indie	11.99
262830	Crimsonland	2014-06-11	1	10tons Ltd	10tons Ltd	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Action;Indie;RPG	10.59
262850	The Journey Down: Chapter Two	2014-08-25	1	SkyGoblin	SkyGoblin	Single-player;Steam Trading Cards	Adventure;Indie	14.99
262870	Recovery Search & Rescue Simulation	2014-01-09	1	Excalibur Publishing	Excalibur Publishing	Single-player	Simulation	3.99
262900	Smooth Operators	2014-06-10	1	Heydeck Games	Heydeck Games	Single-player;Steam Achievements;Steam Trading Cards	Casual;Indie;Simulation;Strategy	2.09
262920	Super Chain Crusher Horizon	2014-09-01	1	Mindware Co.,Ltd.	Mindware Co.,Ltd.	Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards	Action;Indie	10.99
262940	Broken Sword 5 - the Serpent's Curse	2013-12-04	1	Revolution Software Ltd	Revolution Software Ltd	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Adventure	18.99
262960	Castle In The Darkness	2015-02-05	1	Matt Kap;Nicalis, Inc.	Nicalis, Inc.	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Adventure;Indie;RPG	4.79
262980	C-RUSH	2014-02-17	1	Artnumeris	Artnumeris	Single-player;Steam Achievements;Steam Leaderboards	Action;Indie	1.59
263020	STARWHAL	2014-09-29	1	Breakfall	Breakfall	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards	Action;Casual;Indie;Sports	9.29
263040	Bot Colony	2014-06-16	1	North Side	North Side	Single-player;Steam Trading Cards	Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access	11.39
263060	Blockstorm	2015-05-21	1	GhostShark	IndieGala	Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor	Action;Indie	3.99
263080	Pixel Boy and the Ever Expanding Dungeon	2014-05-30	1	Giant Box Games	Giant Box Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Action;Indie;RPG	0.79
263100	9.03m	2013-11-20	1	Space Budgie	Space Budgie	Single-player	Indie	0
263120	Ludwig	2014-06-06	1	ovos	ovos	Single-player	Adventure;Indie;Simulation	6.99
263140	Postmortem: One Must Die (Extended Cut)	2013-12-03	1	Unbound Creations	Unbound Creations	Single-player;Captions available;Stats	Adventure;Indie;RPG	1.99
263180	Squirt's Adventure	2014-03-05	1	The Dept of Silly Stuff	The Dept of Silly Stuff	Single-player	Adventure;Casual;Indie	0.79
263200	Signs of Life	2014-01-27	1	Sweet Dog Studios	Sweet Dog Studios	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud	Action;Adventure;Casual;Indie;RPG;Early Access	6.99
263280	Spintires??: The Original Game	2014-06-12	1	Oovee?? Game Studios	Oovee?? Game Studios	Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor	Adventure;Casual;Indie;Racing;Simulation	9.99
263300	BlazBlue: Calamity Trigger	2014-02-13	1	Arc System Works	H2 Interactive Co., Ltd.	Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud	Action	6.99
263320	Saturday Morning RPG	2014-01-29	1	Mighty Rabbit Studios	Actigame Publishing Corp.	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Indie;RPG	4.99
263340	Continue?9876543210	2014-01-03	1	Jason Oda	Jason Oda	Single-player;Partial Controller Support	Action;Adventure;Indie	6.99
263360	3089 -- Futuristic Action RPG	2014-01-10	1	Phr00t's Software	Phr00t's Software	Single-player;Co-op;Steam Trading Cards	Action;Indie;RPG	4.99
263380	Driftmoon	2014-01-03	1	Ville M??nkk??nen;Anne M??nkk??nen	Instant Kingdom	Single-player;Steam Achievements;Includes level editor	Adventure;Indie;RPG	11.39
263400	War of the Human Tanks	2014-01-10	1	Yakiniku Banzai	Fruitbat Factory	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Adventure;Indie;Strategy	6.99
263420	Probably Archery	2014-02-06	1	South East Games	South East Games	Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards	Action;Casual;Indie;Sports	3.99
263460	Girls Like Robots	2014-02-14	1	Popcannibal	Popcannibal	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards	Adventure;Casual;Indie	4.99
263480	Final Rush	2014-11-21	1	Strike Games	Strike Games	Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Indie	3.99
263500	Dragons and Titans	2014-03-12	1	Wyrmbyte	'Versus Evil	'	Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Adventure;Free to Play;Indie;RPG	0
263520	Enola	2014-09-18	1	The Domaginarium	Black Shell Media	Single-player;Steam Trading Cards;Steam Cloud	Adventure;Casual;Indie	11.39
263540	Villagers and Heroes	2014-04-17	1	Mad Otter Games	Mad Otter Games	MMO;Steam Trading Cards	Free to Play;Indie;Massively Multiplayer;RPG	0
263560	Paper Sorcerer	2014-01-22	1	Ultra Runaway Games	Ultra Runaway Games	Single-player;Steam Achievements;Steam Trading Cards	Adventure;Indie;RPG	3.99
263600	EF-12: Fighting Game Maker	2016-07-29	1	QUAD ARROW Co.,Ltd.	AGM PLAYISM	Single-player;Multi-player;Partial Controller Support;Includes level editor	Animation & Modeling;Design & Illustration;Utilities	6.99
263620	Mitsurugi Kamui Hikae	2014-03-10	1	Zenith Blue	AGM PLAYISM	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Action;Indie	6.99
263640	CDF Ghostship	2015-06-26	1	MadAboutGamesStudios	MadAboutGamesStudios	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Gore;Action;Adventure;Indie	6.99
263680	Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition	2014-01-03	1	Semaphore	Semaphore	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Adventure;Indie	3.99
263700	Muffin Knight	2014-05-01	1	Angry Mob Games	Angry Mob Games	Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Partial Controller Support;Steam Leaderboards	Action;Adventure;Casual;Indie	3.99
263720	Brawlout	2018-08-20	1	Angry Mob Games	Angry Mob Games	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards	Action;Casual;Indie	14.99
263740	FootLOL: Epic Fail League	2014-04-16	1	Lion's Shade	HeroCraft	Single-player;Multi-player;Steam Achievements;Steam Trading Cards	Action;Indie;RPG;Sports	9.99
263760	Turbo Dismount???	2014-05-21	1	Secret Exit Ltd.	Secret Exit Ltd.	Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor	Action;Indie;Simulation	6.99
263800	Spaceforce Constellations	2013-12-12	1	Dreamatrix	Dreamatrix	Single-player	Strategy	6.99
263820	EvilQuest	2014-02-20	1	Chaosoft Games	Chaosoft Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Adventure;Indie;RPG	1.59
263860	SPACECOM	2014-09-17	1	Flow Combine	11 bit studios	Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Indie;Strategy	7.99
263880	Aqua Kitty - Milk Mine Defender	2014-02-03	1	TIKIPOD;Electric Cafe	TIKIPOD	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Indie	4.99
263920	Zombie Grinder	2015-10-16	1	TwinDrills	TwinDrills	Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor	Action;Adventure;Indie;RPG;Early Access	6.19
263940	Red Baron Pack	2016-01-07	1	Mad Otter Games	Mad Otter Games	Single-player;Multi-player;Partial Controller Support	Simulation	6.99
263960	Wyv and Keep: The Temple of the Lost Idol	2014-08-08	1	A Jolly Corpse	A Jolly Corpse	Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards	Action;Adventure;Indie	10.99
263980	Out There Somewhere	2016-03-14	1	MiniBoss	EQGames	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats	Action;Adventure;Indie	0.79
264000	Son of Nor	2015-04-27	1	stillalive studios	Viva Media	Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Stats	Action;Adventure;Indie	14.99
264020	Geekbench 3	2014-03-12	1	Primate Labs Inc.	Primate Labs Inc.	Single-player;Steam Achievements;Steam Leaderboards	Utilities	10.99
264060	Full Bore	2014-05-06	1	Whole Hog Games	Nkidu Games Inc.	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Adventure;Casual;Indie	10.99
264080	Vangers	2014-04-24	1	K-D Lab	KranX Productions	Single-player	Action;Adventure;Indie;Racing	4.99
264120	Victory: The Age of Racing	2016-02-12	1	Vae Victis Games	Vae Victis Games	Single-player;Multi-player;Steam Trading Cards;Partial Controller Support;Stats	Free to Play;Indie;Racing;Simulation;Sports	0
264160	WazHack	2014-02-17	1	Waz	Waz Games	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards	Action;Indie;RPG;Strategy	6.99
264200	One Finger Death Punch	2014-03-03	1	Silver Dollar Games	Silver Dollar Games	Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards	Action;Casual;Indie	3.99
264220	Mr. Bree+	2014-05-01	1	TawStudio Entertainment	TawStudio Entertainment	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats	Action;Adventure;Indie	1.99
264240	CONSORTIUM	2014-01-08	1	Interdimensional Games Inc	Interdimensional Games Inc	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Adventure;Indie;RPG	6.99
264260	Global Outbreak: Doomsday Edition	2014-08-11	1	ShortRound Games	ShortRound Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards	Violent;Action;Indie;Strategy	5.99
264280	99 Levels To Hell	2014-02-19	1	Zaxis Games;B-evil	Zaxis Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards	Action;Indie	3.99
264300	Guns n Zombies	2014-10-30	1	Krealit	Krealit	Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Adventure;Indie;RPG	5.59
264320	Captain Morgane and the Golden Turtle	2014-01-03	1	WizarBox	Reef Entertainment	Single-player	Adventure;Casual	3.99
264340	Major Mayhem	2014-02-24	1	Rocket Jump	Rocket Jump	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Adventure;Casual;Indie	3.99
264380	Narcissu 1st & 2nd	2015-04-24	1	stage-nana	Sekai Project	Single-player;Steam Achievements	Indie	0
264400	Jacob Jones and the Bigfoot Mystery : Episode 1	2014-09-15	1	Lucid Games Ltd	Lucid Games Ltd	Single-player;Steam Achievements;Steam Cloud	Adventure	3.99
264440	Children of Liberty	2014-04-18	1	Lantana Games	Lantana Games	Single-player;Full controller support;Stats	Action;Indie;Early Access	6.99
264460	A-Men	2014-01-24	1	Bloober Team SA	Bloober Team SA	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;Adventure;Indie	6.99
264480	BlackSoul: Extended Edition	2014-02-26	1	XeniosVision	Droid Riot	Single-player;Steam Trading Cards	Action;Adventure;Indie	3.99
264520	Moebius: Empire Rising	2014-04-15	1	Phoenix Online Studios	Phoenix Online Publishing	Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud	Adventure;Indie	10.99
264540	Platformines	2014-03-28	1	Magiko Gaming	BANDAI NAMCO Entertainment	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards	Action;Indie	6.99
264560	Quest for Infamy	2014-07-10	1	Infamous Quests	Phoenix Online Publishing	Single-player;Steam Achievements;Steam Trading Cards;Captions available	Adventure;Indie;RPG	6.99
264580	Lost Civilization	2014-04-15	1	Icarus Games	Phoenix Online Publishing	Single-player	Adventure;Casual	3.99
264710	Subnautica	2018-01-23	1	Unknown Worlds Entertainment	Unknown Worlds Entertainment	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support	Adventure;Indie	19.49
264730	Deadly 30	2014-01-08	1	Ignatus Zuk and Gonzalo Villagomez	Headup	Single-player;Steam Achievements;Steam Trading Cards	Action;Indie	3.99
265000	FORCED SHOWDOWN	2016-03-29	1	BetaDwarf	BetaDwarf	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action;Indie;RPG;Strategy	14.99
265120	Meridian: New World	2014-09-26	1	Elder Games	Merge Games;Headup Games	Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor	Indie;Strategy	4.99
265170	Acceleration of SUGURI X-Edition HD	2014-07-01	1	Orange_Juice	Rockin Android;Rockin' Android	Single-player;Multi-player;Partial Controller Support;Steam Cloud	Action;Indie	4.79
265210	Viscera Cleanup Detail: Santa's Rampage	2013-12-13	1	RuneStorm	RuneStorm	Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud	Gore;Indie;Simulation	1.79
265240	Crazy Machines: Golden Gears	2014-03-27	1	FAKT Software Gmbh	Viva Media Inc	Single-player;Steam Achievements;Steam Leaderboards;Includes level editor	Casual;Strategy	6.99
265300	Lords Of The Fallen???	2014-10-28	1	CI Games;Deck 13	CI Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;RPG	23.79
265330	Gomo	2013-12-06	1	Fishcow Studio	Daedalic Entertainment	Single-player;Steam Trading Cards;Steam Cloud	Adventure;Indie	3.99
265380	Grimind	2014-02-13	1	Pawe?? Mogi??a	Forever Entertainment S. A.	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Adventure;Indie	6.99
265470	Even the Ocean	2016-11-16	1	Sean Han Tani;Marina Kittaka	Analgesic Productions	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Adventure;Indie;RPG	10.99
265550	Dead Rising 3 Apocalypse Edition	2014-09-05	1	Capcom Game Studio Vancouver	Capcom	Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards	Action	24.99
265590	The Red Solstice	2015-07-09	1	Ironward	Nkidu Games Inc.	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards	Action;Indie;RPG;Strategy	7.19
265610	Epic Battle Fantasy 4	2014-02-25	1	Matt Roszak	Matt Roszak	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Adventure;RPG	8.99
265630	Fistful of Frags	2014-05-09	1	Fistful of Frags Team	Fistful of Frags Team	Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Stats;Steam Leaderboards;Includes level editor;Includes Source SDK	Action;Free to Play;Indie	0
265670	Imagine Me	2014-12-09	1	KinifiGames LLC	KinifiGames LLC	Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor	Adventure;Indie	1.99
265690	NaissanceE	2014-02-13	1	Limasse Five	Limasse Five	Single-player	Adventure;Indie	0
265730	Frane: Dragons' Odyssey	2019-04-04	1	ExeCreate Inc.	KEMCO	Single-player;Partial Controller Support	Action;Adventure;RPG	11.69
265750	Secret Ponchos	2015-10-13	1	Switchblade Monkeys Entertainment	Switchblade Monkeys Entertainment	Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards	Action;Indie	10.99
265770	Cannons Lasers Rockets	2014-08-25	1	Net Games Laboratory	Net Games Distribution LTD	Multi-player;Steam Achievements;Steam Leaderboards	Action;Free to Play;Indie;Massively Multiplayer	0
265790	Residue: Final Cut	2014-08-01	1	The Working Parts	The Working Parts	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Adventure;Indie	1.59
265810	The Sandbox	2015-06-29	1	PIXOWL INC.	PIXOWL INC.	Single-player;Steam Achievements;Steam Workshop;Steam Cloud	Casual;Indie;Simulation;Strategy	3.99
265830	Monochroma	2014-05-28	1	Nowhere Studios	Nowhere Studios	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Adventure;Indie	14.99
265870	Alpha Kimori??? 1	2014-03-17	1	Sherman3D	Sherman3D	Single-player;Steam Trading Cards;Partial Controller Support	Adventure;Casual;Indie;RPG;Strategy	6.99
265890	Hexcells	2014-02-19	1	Matthew Brown	Matthew Brown	Single-player;Steam Achievements	Casual;Indie;Strategy	1.99
265930	Goat Simulator	2014-04-01	1	Coffee Stain Studios	Coffee Stain Publishing	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor	Casual;Indie;Simulation	7.19
265950	Ether One	2014-03-25	1	White Paper Games	White Paper Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Adventure;Indie	14.99
265970	Worlds of Magic	2015-03-19	1	Wastelands Interactive	Wastelands Interactive	Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards	RPG;Strategy	18.99
265990	Rogue's Tale	2014-03-28	1	Epixx.org	Epixx.org	Single-player;Steam Achievements;Includes level editor	Indie;RPG	3.99
266010	LYNE	2014-03-17	1	Thomas Bowker	Thomas Bowker	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Casual;Indie	1.99
266030	DRAKERZ-Confrontation	2014-05-19	1	Peoleo Entertainment	Peoleo Entertainment	Single-player;Multi-player	Free to Play;Indie;Strategy	0
266050	Into the Dark: Ultimate Trash Edition	2014-05-01	1	Homegrown Games	Homegrown Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Adventure;Indie	3.99
266090	Starlite: Astronaut Rescue - Developed in Collaboration with NASA	2014-01-27	1	Project Whitecard Studios Inc.	Project Whitecard Studios Inc.	Single-player	Adventure;RPG;Simulation	1.99
266110	Tower of Guns	2014-03-04	1	Terrible Posture Games	Terrible Posture Games LLC	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Action;Indie	10.99
266130	Breach & Clear	2014-03-21	1	Mighty Rabbit Studios;Gun.	Good Shepherd Entertainment;Devolver Digital	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Action;RPG;Simulation;Strategy	10.99
266150	Lost Saga NA	2014-11-25	1	IO Entertainment	Smilegate West	Multi-player;Steam Achievements;Steam Trading Cards	Action;Casual;Free to Play	0
266170	Windforge	2014-03-11	1	Snowed In Studios	Snowed In Studios	Single-player;Steam Achievements	Action;Indie;RPG	6.99
266190	Astral Terra	2015-11-10	1	Tethys Interactive LLC	Tethys Interactive LLC	Single-player;Multi-player;Online Multi-Player;Co-op	Action;Adventure;Indie;RPG;Early Access	7.19
266210	One Way Heroics	2014-02-28	1	Smoking WOLF	AGM PLAYISM	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Indie;RPG	2.29
266230	Last Dream	2014-03-13	1	White Giant RPG Studios	White Giant RPG Studios	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards	Indie;RPG	6.99
266250	Procyon	2014-02-26	1	Deadly Red Cube	Deadly Red Cube	Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards	Action;Indie	2.79
266270	Gridiron Solitaire	2014-01-21	1	Bill and Eli Productions	Bill and Eli Productions	Single-player	Casual;Sports	5.59
